JoinKey,,SuspiciousPairCount
172.23.45.236_10.32.0.204,0,101
172.23.45.236_10.32.1.202,0,101
172.23.45.237_10.32.0.202,0,105
172.23.45.239_10.32.1.204,0,76
172.23.45.2_10.32.0.204,0,92
172.23.45.40_10.32.0.202,0,110
172.23.45.40_10.32.0.206,0,107
172.23.45.41_10.32.0.201,0,78
172.23.45.42_10.32.1.204,0,84
172.23.45.44_10.32.0.205,0,93
172.23.45.44_10.32.1.206,0,102
172.23.45.49_10.32.1.202,0,109
172.23.45.7_10.32.0.209,0,96
172.23.45.7_10.32.1.204,0,91
172.23.46.162_10.32.1.206,0,68
172.23.46.164_10.32.0.201,0,70
172.23.46.165_10.32.1.204,0,79
172.23.46.167_10.32.0.201,0,73
172.23.46.241_10.32.0.206,0,62
172.23.46.242_10.32.0.204,0,98
172.23.46.242_10.32.0.209,0,97
172.23.46.244_10.32.0.205,0,107
172.23.46.244_10.32.1.206,0,95
172.23.46.245_10.32.0.209,0,78
172.23.46.246_10.32.0.100,0,1217
172.23.46.246_10.32.1.201,0,67
172.23.46.247_10.32.0.205,0,83
172.23.46.247_10.32.1.204,0,62
172.23.46.248_10.32.0.202,0,75
172.23.46.91_10.32.0.201,0,100
172.23.46.91_10.32.0.205,0,79
172.23.46.92_10.32.1.203,0,80
172.23.46.94_10.32.0.206,0,69
172.23.46.94_10.32.0.209,0,88
172.23.46.96_10.32.0.204,0,111
172.23.46.96_10.32.0.209,0,64
172.23.46.96_10.32.1.201,0,75
172.23.46.97_10.32.1.201,0,82
172.23.46.99_10.32.1.203,0,94
172.23.46.99_10.32.1.206,0,79
172.23.47.160_10.32.1.201,0,84
172.23.47.164_10.32.0.202,0,56
172.23.47.165_10.32.0.100,0,1376
172.23.47.166_10.32.0.204,0,94
172.23.47.166_10.32.1.201,0,88
172.23.47.167_10.32.1.201,0,69
172.23.47.168_10.32.0.204,0,82
172.23.47.31_10.32.0.204,0,86
172.23.47.32_10.32.0.201,0,98
172.23.47.36_10.32.0.100,0,1328
172.23.47.37_10.32.1.204,0,83
172.23.5.13_10.32.0.204,0,22
172.23.5.13_10.32.1.204,0,66
172.23.5.141_10.32.1.201,0,35
172.23.5.145_10.32.0.201,0,40
172.23.5.146_10.32.0.205,0,39
172.23.5.147_10.32.0.209,0,64
172.23.5.15_10.32.0.206,0,51
172.23.5.17_10.32.0.205,0,41
172.23.5.220_10.32.0.205,0,40
172.23.5.221_10.32.0.205,0,44
172.23.5.222_10.32.0.204,0,39
172.23.5.222_10.32.1.206,0,33
172.23.5.223_10.32.1.206,0,47
172.23.5.225_10.32.0.201,0,30
172.23.6.20_10.32.1.206,0,66
172.23.6.245_10.32.0.205,0,70
172.23.6.245_10.32.1.206,0,95
172.23.6.247_10.32.1.202,0,72
172.23.6.24_10.32.1.202,0,93
172.23.6.25_10.32.1.204,0,91
172.23.6.27_10.32.1.203,0,86
172.23.6.29_10.32.0.204,0,73
172.23.6.29_10.32.1.202,0,73
172.23.6.42_10.32.0.205,0,77
172.23.6.45_10.32.0.205,0,61
172.23.6.49_10.32.0.209,0,67
172.23.7.10_10.32.1.203,0,75
172.23.7.12_10.32.0.205,0,67
172.23.7.12_10.32.1.202,0,101
172.23.7.151_10.32.0.100,0,1218
172.23.7.153_10.32.1.202,0,93
172.23.7.153_10.32.1.204,0,49
172.23.7.156_10.32.0.201,0,70
172.23.7.156_10.32.0.204,0,80
172.23.7.157_10.32.1.201,0,70
172.23.7.158_10.32.0.204,0,90
172.23.7.16_10.32.0.100,0,1219
172.23.7.19_10.32.0.100,0,1222
172.23.7.19_10.32.1.203,0,56
172.23.7.19_10.32.1.206,0,78
172.23.7.88_10.32.0.202,0,83
172.23.7.88_10.32.0.205,0,86
172.23.73.100_10.32.1.203,0,52
172.23.73.101_10.32.0.209,0,24
172.23.73.101_10.32.0.210,0,30
172.23.73.102_10.32.1.205,0,21
172.23.73.104_10.32.0.203,0,36
172.23.73.104_10.32.0.206,0,30
172.23.73.104_10.32.1.201,0,45
172.23.73.105_10.32.0.209,0,32
172.23.73.106_10.32.0.207,0,39
172.23.73.107_10.32.1.202,0,20
172.23.73.107_10.32.1.205,0,19
172.23.73.109_10.32.0.202,0,41
172.23.73.192_10.32.1.205,0,35
172.23.73.193_10.32.1.201,0,37
172.23.73.52_10.32.0.206,0,27
172.23.73.58_10.32.0.210,0,42
172.23.73.59_10.32.0.100,0,2435
172.23.73.71_10.32.0.210,0,21
172.23.73.76_10.32.0.202,0,30
172.23.74.140_10.32.1.204,0,49
172.23.74.141_10.32.0.205,0,22
172.23.74.143_10.32.0.204,0,15
172.23.74.143_10.32.0.209,0,27
172.23.74.144_10.32.1.202,0,27
172.23.74.145_10.32.1.205,0,24
172.23.74.147_10.32.0.202,0,33
172.23.74.148_10.32.0.201,0,28
172.23.74.200_10.32.0.206,0,37
172.23.74.200_10.32.0.207,0,28
172.23.74.200_10.32.0.209,0,35
172.23.74.200_10.32.1.203,0,32
172.23.74.201_10.32.0.206,0,14
172.23.74.203_10.32.0.208,0,17
172.23.74.204_10.32.1.202,0,36
172.23.74.204_10.32.1.206,0,27
172.23.74.205_10.32.0.202,0,28
172.23.74.208_10.32.1.204,0,39
172.23.74.90_10.32.0.204,0,20
172.23.74.91_10.32.0.209,0,32
172.23.74.92_10.32.0.100,0,2451
172.23.74.92_10.32.1.205,0,25
172.23.74.95_10.32.0.203,0,34
172.23.74.96_10.32.0.210,0,31
172.23.74.98_10.32.0.205,0,27
172.23.74.99_10.32.0.203,0,42
172.23.74.99_10.32.0.204,0,24
172.23.75.130_10.32.0.208,0,25
172.23.75.134_10.32.0.205,0,27
172.23.75.134_10.32.0.206,0,27
172.23.75.134_10.32.0.208,0,30
172.23.75.134_10.32.1.201,0,24
172.23.75.135_10.32.1.205,0,24
172.23.75.136_10.32.0.100,0,2448
172.23.75.137_10.32.0.100,0,2442
172.23.75.137_10.32.0.201,0,35
172.23.75.139_10.32.1.204,0,21
172.23.75.187_10.32.0.206,0,19
172.23.75.187_10.32.1.206,0,25
172.23.75.188_10.32.0.202,0,36
172.23.75.220_10.32.0.202,0,29
172.23.75.220_10.32.1.201,0,34
172.23.75.220_10.32.1.202,0,33
172.23.75.223_10.32.1.204,0,25
172.23.75.223_10.32.1.205,0,25
172.23.75.40_10.32.1.202,0,38
172.23.75.44_10.32.0.201,0,26
172.23.75.45_10.32.0.206,0,23
172.23.76.130_10.32.1.203,0,62
172.23.76.131_10.32.0.206,0,60
172.23.76.131_10.32.1.201,0,61
172.23.76.132_10.32.0.100,0,4770
172.23.76.133_10.32.1.206,0,44
172.23.76.134_10.32.1.204,0,61
172.23.76.135_10.32.0.209,0,47
172.23.76.136_10.32.1.202,0,53
172.23.76.138_10.32.0.207,0,61
172.23.76.138_10.32.1.206,0,47
172.23.76.220_10.32.0.209,0,115
172.23.76.220_10.32.1.203,0,63
172.23.76.222_10.32.1.206,0,72
172.23.76.223_10.32.0.208,0,67
172.23.76.226_10.32.1.201,0,61
172.23.76.44_10.32.0.100,0,4756
172.23.76.45_10.32.0.201,0,69
172.23.76.91_10.32.1.206,0,58
172.23.76.92_10.32.0.100,0,4761
172.23.76.92_10.32.1.204,0,66
172.23.76.93_10.32.0.202,0,108
172.23.76.93_10.32.0.208,0,68
172.23.76.93_10.32.0.209,0,57
172.23.76.93_10.32.1.203,0,79
172.23.76.94_10.32.1.204,0,70
172.23.76.96_10.32.0.203,0,64
172.23.76.96_10.32.0.207,0,81
172.23.76.98_10.32.0.207,0,68
172.23.77.10_10.32.0.100,0,4754
172.23.77.10_10.32.0.207,0,56
172.23.77.15_10.32.1.204,0,61
172.23.77.160_10.32.1.206,0,70
172.23.77.162_10.32.0.206,0,64
172.23.77.163_10.32.1.201,0,52
172.23.77.163_10.32.1.205,0,48
172.23.77.167_10.32.1.202,0,58
172.23.77.16_10.32.1.202,0,56
172.23.77.17_10.32.1.202,0,53
172.23.77.17_10.32.1.205,0,72
172.23.77.19_10.32.0.204,0,68
172.23.77.255_10.32.0.204,0,54
172.23.77.255_10.32.1.202,0,61
172.23.77.255_10.32.1.206,0,73
172.23.77.60_10.32.0.203,0,65
172.23.77.64_10.32.0.209,0,89
172.23.77.66_10.32.0.208,0,54
172.23.77.66_10.32.0.210,0,55
172.23.77.66_10.32.1.206,0,67
172.23.77.69_10.32.1.201,0,75
172.23.78.122_10.32.0.207,0,36
172.23.78.139_10.32.1.205,0,37
172.23.78.140_10.32.0.204,0,53
172.23.78.140_10.32.0.209,0,48
172.23.78.144_10.32.0.208,0,48
172.23.78.146_10.32.0.201,0,32
172.23.78.146_10.32.1.201,0,45
172.23.78.148_10.32.1.206,0,40
172.23.78.230_10.32.1.202,0,40
172.23.78.231_10.32.0.202,0,43
172.23.78.231_10.32.1.205,0,51
172.23.78.232_10.32.0.201,0,43
172.23.78.233_10.32.1.204,0,36
172.23.78.234_10.32.0.210,0,33
172.23.78.235_10.32.0.201,0,34
172.23.78.237_10.32.0.205,0,58
172.23.78.239_10.32.0.203,0,47
172.23.78.97_10.32.1.201,0,23
172.23.79.130_10.32.0.207,0,37
172.23.79.133_10.32.0.201,0,31
172.23.79.134_10.32.0.204,0,40
172.23.79.137_10.32.1.206,0,37
172.23.79.240_10.32.0.201,0,37
172.23.79.241_10.32.0.207,0,61
172.23.79.241_10.32.0.210,0,38
172.23.79.242_10.32.0.209,0,24
172.23.79.243_10.32.0.208,0,28
172.23.79.247_10.32.0.204,0,37
172.23.79.247_10.32.0.207,0,20
172.23.79.247_10.32.0.210,0,45
172.23.79.249_10.32.0.209,0,34
172.23.79.32_10.32.0.207,0,37
172.23.79.34_10.32.0.206,0,48
172.23.79.35_10.32.1.205,0,50
172.23.79.38_10.32.0.203,0,31
172.23.8.102_10.32.1.203,0,61
172.23.8.108_10.32.1.202,0,80
172.23.8.172_10.32.0.201,0,96
172.23.8.173_10.32.0.206,0,77
172.23.8.174_10.32.0.206,0,84
172.23.8.177_10.32.0.201,0,91
172.23.8.178_10.32.1.204,0,95
172.23.8.178_10.32.1.206,0,84
172.23.8.179_10.32.0.206,0,107
172.23.8.191_10.32.1.206,0,70
172.23.8.192_10.32.1.202,0,68
172.23.8.196_10.32.0.202,0,90
172.23.80.100_10.32.0.207,0,40
172.23.80.100_10.32.1.204,0,29
172.23.80.101_10.32.1.206,0,50
172.23.80.103_10.32.0.203,0,40
172.23.80.103_10.32.1.205,0,33
172.23.80.106_10.32.0.205,0,31
172.23.80.108_10.32.0.100,0,4676
172.23.80.161_10.32.0.204,0,44
172.23.80.161_10.32.1.203,0,30
172.23.80.190_10.32.0.202,0,23
172.23.80.192_10.32.0.203,0,40
172.23.80.196_10.32.1.203,0,16
172.23.80.209_10.32.0.201,0,41
172.23.80.90_10.32.0.201,0,42
172.23.80.92_10.32.0.202,0,39
172.23.80.93_10.32.0.204,0,36
172.23.80.93_10.32.1.205,0,42
172.23.80.94_10.32.0.204,0,38
172.23.80.97_10.32.0.100,0,4702
172.23.80.97_10.32.1.202,0,48
172.23.80.98_10.32.0.206,0,46
172.23.80.98_10.32.0.209,0,47
172.23.81.0_10.32.0.201,0,39
172.23.81.0_10.32.1.203,0,34
172.23.81.0_10.32.1.204,0,48
172.23.81.172_10.32.0.205,0,33
172.23.81.173_10.32.0.208,0,40
172.23.81.175_10.32.1.203,0,59
172.23.81.176_10.32.1.201,0,58
172.23.81.177_10.32.0.209,0,32
172.23.81.178_10.32.0.206,0,30
172.23.81.179_10.32.0.210,0,45
172.23.81.1_10.32.1.201,0,31
172.23.81.1_10.32.1.206,0,38
172.23.81.62_10.32.1.204,0,44
172.23.81.64_10.32.0.210,0,51
172.23.81.66_10.32.0.207,0,36
172.23.81.69_10.32.0.209,0,46
172.23.81.7_10.32.0.201,0,30
172.23.81.7_10.32.0.204,0,36
172.23.81.9_10.32.1.204,0,40
172.23.81.9_10.32.1.205,0,47
172.23.82.129_10.32.0.207,0,37
172.23.82.130_10.32.1.202,0,68
172.23.82.135_10.32.0.100,0,4634
172.23.82.135_10.32.1.202,0,29
172.23.82.136_10.32.1.203,0,49
172.23.82.137_10.32.1.201,0,27
172.23.82.137_10.32.1.205,0,41
172.23.82.139_10.32.0.208,0,40
172.23.82.232_10.32.0.202,0,36
172.23.82.232_10.32.1.206,0,50
172.23.82.234_10.32.0.206,0,39
172.23.82.235_10.32.0.204,0,32
172.23.82.235_10.32.1.206,0,38
172.23.82.236_10.32.0.207,0,35
172.23.82.236_10.32.1.202,0,39
172.23.82.237_10.32.1.202,0,46
172.23.82.238_10.32.1.203,0,46
172.23.82.238_10.32.1.204,0,57
172.23.82.23_10.32.0.205,0,44
172.23.82.23_10.32.1.204,0,45
172.23.82.24_10.32.0.209,0,38
172.23.82.25_10.32.1.206,0,50
172.23.82.26_10.32.0.203,0,32
172.23.82.27_10.32.1.204,0,32
172.23.83.190_10.32.1.205,0,27
172.23.83.190_10.32.1.206,0,51
172.23.83.192_10.32.0.100,0,4679
172.23.83.192_10.32.0.205,0,29
172.23.83.193_10.32.0.210,0,26
172.23.83.194_10.32.0.207,0,59
172.23.83.196_10.32.0.206,0,46
172.23.83.196_10.32.1.203,0,34
172.23.83.197_10.32.0.208,0,50
172.23.83.198_10.32.0.203,0,48
172.23.83.211_10.32.0.210,0,64
172.23.83.212_10.32.1.202,0,42
172.23.83.214_10.32.0.207,0,46
172.23.83.216_10.32.0.100,0,4650
172.23.83.216_10.32.0.202,0,39
172.23.83.216_10.32.1.205,0,54
172.23.83.217_10.32.0.205,0,46
172.23.83.217_10.32.1.206,0,43
172.23.83.219_10.32.0.207,0,43
172.23.83.30_10.32.0.201,0,29
172.23.83.32_10.32.0.203,0,41
172.23.83.33_10.32.0.207,0,47
172.23.83.36_10.32.0.208,0,51
172.23.83.37_10.32.0.206,0,40
172.23.84.10_10.32.0.100,0,4692
172.23.84.10_10.32.0.210,0,37
172.23.84.122_10.32.0.209,0,49
172.23.84.123_10.32.0.201,0,26
172.23.84.129_10.32.0.100,0,4677
172.23.84.13_10.32.0.207,0,34
172.23.84.14_10.32.0.202,0,29
172.23.84.16_10.32.0.210,0,41
172.23.84.17_10.32.1.203,0,27
172.23.84.255_10.32.1.203,0,45
172.23.84.82_10.32.0.204,0,39
172.23.84.83_10.32.1.206,0,36
172.23.84.89_10.32.0.202,0,33
172.23.84.89_10.32.0.208,0,35
172.23.85.0_10.32.0.100,0,4667
172.23.85.121_10.32.1.203,0,43
172.23.85.124_10.32.0.202,0,55
172.23.85.124_10.32.0.203,0,37
172.23.85.126_10.32.0.209,0,51
172.23.85.171_10.32.0.100,0,4658
172.23.85.171_10.32.0.209,0,40
172.23.85.177_10.32.1.202,0,37
172.23.85.1_10.32.0.100,0,4654
172.23.85.1_10.32.0.208,0,39
172.23.85.212_10.32.0.206,0,43
172.23.85.245_10.32.0.209,0,35
172.23.85.245_10.32.0.210,0,49
172.23.85.248_10.32.0.205,0,38
172.23.85.248_10.32.1.204,0,33
172.23.85.249_10.32.0.201,0,52
172.23.85.249_10.32.0.202,0,46
172.23.85.249_10.32.0.204,0,51
172.23.85.2_10.32.0.204,0,42
172.23.85.68_10.32.1.205,0,41
172.23.85.9_10.32.0.204,0,43
172.23.85.9_10.32.1.206,0,61
172.23.86.211_10.32.0.203,0,39
172.23.86.214_10.32.0.202,0,45
172.23.86.215_10.32.0.203,0,37
172.23.86.217_10.32.0.208,0,45
172.23.86.217_10.32.0.209,0,39
172.23.86.30_10.32.0.206,0,43
172.23.86.31_10.32.0.202,0,45
172.23.86.32_10.32.0.203,0,41
172.23.86.33_10.32.0.208,0,28
172.23.86.34_10.32.0.202,0,63
172.23.86.35_10.32.1.202,0,52
172.23.86.36_10.32.0.202,0,32
172.23.86.39_10.32.1.202,0,57
172.23.86.39_10.32.1.205,0,34
172.23.86.80_10.32.0.202,0,47
172.23.86.82_10.32.0.204,0,38
172.23.86.83_10.32.1.204,0,33
172.23.86.83_10.32.1.206,0,45
172.23.87.0_10.32.0.100,0,4697
172.23.87.151_10.32.0.209,0,43
172.23.87.152_10.32.0.210,0,60
172.23.87.152_10.32.1.201,0,49
172.23.87.153_10.32.0.100,0,4665
172.23.87.153_10.32.0.201,0,38
172.23.87.153_10.32.0.204,0,39
172.23.87.153_10.32.0.206,0,36
172.23.87.155_10.32.0.206,0,40
172.23.87.158_10.32.1.205,0,45
172.23.87.159_10.32.0.207,0,38
172.23.87.251_10.32.1.201,0,36
172.23.87.251_10.32.1.205,0,37
172.23.87.254_10.32.0.100,0,4681
172.23.87.254_10.32.1.201,0,33
172.23.87.2_10.32.1.201,0,30
172.23.87.40_10.32.0.210,0,34
172.23.87.42_10.32.1.201,0,29
172.23.87.48_10.32.0.205,0,37
172.23.87.89_10.32.0.210,0,37
172.23.88.101_10.32.0.209,0,41
172.23.88.103_10.32.0.100,0,4671
172.23.88.103_10.32.1.201,0,51
172.23.88.109_10.32.0.100,0,4682
172.23.88.109_10.32.1.205,0,37
172.23.88.10_10.32.0.208,0,36
172.23.88.11_10.32.0.207,0,54
172.23.88.11_10.32.0.209,0,35
172.23.88.12_10.32.0.204,0,35
172.23.88.12_10.32.0.207,0,27
172.23.88.12_10.32.0.210,0,51
172.23.88.13_10.32.0.210,0,37
172.23.88.13_10.32.1.204,0,46
172.23.88.14_10.32.0.100,0,4675
172.23.88.15_10.32.0.209,0,52
172.23.88.18_10.32.0.209,0,47
172.23.88.199_10.32.1.206,0,40
172.23.88.80_10.32.1.203,0,37
172.23.88.80_10.32.1.205,0,44
172.23.88.81_10.32.0.205,0,31
172.23.88.82_10.32.1.206,0,32
172.23.88.84_10.32.1.201,0,37
172.23.88.85_10.32.0.201,0,40
172.23.88.86_10.32.0.206,0,48
172.23.88.87_10.32.0.208,0,50
172.23.88.87_10.32.0.210,0,39
172.23.88.89_10.32.0.209,0,37
172.23.89.170_10.32.0.203,0,41
172.23.89.170_10.32.0.204,0,35
172.23.89.173_10.32.0.206,0,40
172.23.89.177_10.32.0.202,0,55
172.23.89.178_10.32.0.205,0,54
172.23.89.178_10.32.0.206,0,31
172.23.89.211_10.32.0.207,0,45
172.23.89.212_10.32.1.201,0,46
172.23.89.47_10.32.1.206,0,49
172.23.89.71_10.32.0.207,0,40
172.23.89.71_10.32.0.210,0,33
172.23.89.72_10.32.0.201,0,35
172.23.89.72_10.32.1.203,0,54
172.23.89.73_10.32.1.203,0,48
172.23.89.73_10.32.1.206,0,45
172.23.89.74_10.32.0.100,0,4632
172.23.89.76_10.32.0.203,0,34
172.23.89.78_10.32.0.201,0,50
172.23.89.78_10.32.0.206,0,31
172.23.89.78_10.32.1.203,0,40
172.23.89.8_10.32.0.204,0,41
172.23.89.8_10.32.0.205,0,51
172.23.9.150_10.32.0.204,0,101
172.23.9.156_10.32.1.206,0,96
172.23.9.157_10.32.1.202,0,52
172.23.9.157_10.32.1.203,0,71
172.23.9.210_10.32.0.202,0,75
172.23.9.214_10.32.0.205,0,101
172.23.9.216_10.32.1.201,0,60
172.23.9.216_10.32.1.204,0,86
172.23.9.70_10.32.1.204,0,59
172.23.9.71_10.32.1.204,0,79
172.23.90.0_10.32.0.208,0,43
172.23.90.142_10.32.0.210,0,21
172.23.90.144_10.32.0.208,0,32
172.23.90.145_10.32.1.206,0,48
172.23.90.146_10.32.0.210,0,32
172.23.90.146_10.32.1.201,0,44
172.23.90.147_10.32.0.206,0,35
172.23.90.147_10.32.1.206,0,28
172.23.90.1_10.32.0.201,0,41
172.23.90.2_10.32.1.203,0,38
172.23.90.2_10.32.1.204,0,56
172.23.90.4_10.32.1.206,0,45
172.23.90.61_10.32.0.210,0,44
172.23.90.62_10.32.1.204,0,32
172.23.90.63_10.32.0.209,0,32
172.23.90.63_10.32.1.201,0,41
172.23.90.63_10.32.1.203,0,50
172.23.90.64_10.32.0.205,0,36
172.23.90.66_10.32.0.100,0,4636
172.23.90.7_10.32.1.204,0,69
172.23.91.0_10.32.0.201,0,31
172.23.91.0_10.32.1.202,0,36
172.23.91.190_10.32.0.206,0,37
172.23.91.191_10.32.0.208,0,17
172.23.91.1_10.32.0.202,0,38
172.23.91.204_10.32.0.204,0,39
172.23.91.204_10.32.0.207,0,56
172.23.91.204_10.32.0.209,0,32
172.23.91.205_10.32.0.207,0,43
172.23.91.208_10.32.0.206,0,44
172.23.91.209_10.32.1.201,0,54
172.23.91.42_10.32.0.205,0,45
172.23.91.45_10.32.0.100,0,4662
172.23.91.45_10.32.0.210,0,39
172.23.91.49_10.32.1.204,0,49
172.23.91.6_10.32.1.201,0,54
172.23.91.6_10.32.1.205,0,32
172.23.91.7_10.32.0.205,0,44
172.23.91.7_10.32.0.208,0,37
172.23.92.0_10.32.1.201,0,23
172.23.92.161_10.32.1.205,0,17
172.23.92.165_10.32.1.205,0,20
172.23.92.166_10.32.0.205,0,20
172.23.92.167_10.32.0.202,0,10
172.23.92.168_10.32.0.204,0,16
172.23.92.168_10.32.1.203,0,28
172.23.92.2_10.32.0.201,0,16
172.23.92.2_10.32.0.203,0,21
172.23.92.40_10.32.0.202,0,23
172.23.92.47_10.32.0.205,0,34
172.23.92.48_10.32.0.201,0,34
172.23.92.49_10.32.0.204,0,18
172.23.92.4_10.32.0.203,0,19
172.23.92.5_10.32.0.201,0,21
172.23.92.8_10.32.1.206,0,30
172.23.93.139_10.32.0.208,0,41
172.23.93.139_10.32.0.210,0,35
172.23.93.245_10.32.0.100,0,4682
172.23.93.248_10.32.0.205,0,31
172.23.93.61_10.32.0.203,0,34
172.23.93.64_10.32.0.203,0,37
172.23.93.64_10.32.0.206,0,43
172.23.93.65_10.32.0.201,0,41
172.23.93.65_10.32.1.204,0,29
172.23.93.67_10.32.0.201,0,46
172.23.93.7_10.32.0.204,0,38
172.23.94.110_10.32.0.206,0,36
172.23.94.112_10.32.0.202,0,44
172.23.94.112_10.32.1.201,0,60
172.23.94.114_10.32.1.205,0,50
172.23.94.115_10.32.0.207,0,20
172.23.94.117_10.32.0.201,0,25
172.23.94.181_10.32.0.208,0,26
172.23.94.183_10.32.0.100,0,4662
172.23.94.183_10.32.0.201,0,42
172.23.94.185_10.32.0.100,0,4663
172.23.94.187_10.32.0.201,0,31
172.23.94.187_10.32.1.204,0,44
172.23.94.188_10.32.1.203,0,31
172.23.94.62_10.32.0.206,0,46
172.23.94.64_10.32.0.207,0,53
172.23.94.66_10.32.0.100,0,4657
172.23.94.67_10.32.0.206,0,34
172.23.94.68_10.32.0.100,0,4672
172.23.95.140_10.32.0.210,0,25
172.23.95.140_10.32.1.201,0,41
172.23.95.143_10.32.1.201,0,29
172.23.95.145_10.32.0.208,0,45
172.23.95.145_10.32.1.204,0,49
172.23.95.147_10.32.0.208,0,32
172.23.95.148_10.32.0.206,0,43
172.23.95.222_10.32.0.206,0,41
172.23.95.222_10.32.1.206,0,50
172.23.95.223_10.32.0.208,0,33
172.23.95.225_10.32.0.206,0,41
172.23.95.43_10.32.0.210,0,43
172.23.95.45_10.32.0.205,0,41
172.23.95.46_10.32.0.205,0,47
172.23.95.46_10.32.1.203,0,48
172.23.95.47_10.32.1.204,0,49
172.23.95.48_10.32.1.203,0,52
172.23.96.161_10.32.0.204,0,53
172.23.96.161_10.32.0.210,0,44
172.23.96.161_10.32.1.204,0,39
172.23.96.165_10.32.1.203,0,38
172.23.96.166_10.32.0.204,0,26
172.23.96.168_10.32.0.208,0,35
172.23.96.168_10.32.0.209,0,46
172.23.96.169_10.32.0.201,0,33
172.23.96.201_10.32.1.204,0,36
172.23.96.202_10.32.1.201,0,40
172.23.96.203_10.32.1.205,0,45
172.23.96.205_10.32.0.207,0,50
172.23.96.207_10.32.0.206,0,45
172.23.96.208_10.32.1.203,0,33
172.23.96.208_10.32.1.204,0,42
172.23.96.20_10.32.1.202,0,33
172.23.96.21_10.32.0.208,0,30
172.23.96.21_10.32.0.210,0,39
172.23.96.22_10.32.0.203,0,58
172.23.96.23_10.32.1.206,0,57
172.23.96.27_10.32.0.201,0,35
172.23.96.28_10.32.0.205,0,51
172.23.96.28_10.32.0.207,0,31
172.23.97.0_10.32.1.201,0,29
172.23.97.111_10.32.0.100,0,2318
172.23.97.112_10.32.1.204,0,39
172.23.97.113_10.32.0.100,0,2306
172.23.97.115_10.32.1.205,0,12
172.23.97.116_10.32.0.202,0,28
172.23.97.117_10.32.0.100,0,2313
172.23.97.118_10.32.1.203,0,23
172.23.97.119_10.32.0.203,0,21
172.23.97.1_10.32.0.206,0,16
172.23.97.3_10.32.0.205,0,8
172.23.97.3_10.32.1.204,0,12
172.23.97.4_10.32.1.204,0,15
172.23.97.5_10.32.0.209,0,18
172.23.97.60_10.32.0.100,0,2293
172.23.97.61_10.32.0.210,0,17
172.23.97.62_10.32.1.206,0,20
172.23.97.63_10.32.0.202,0,12
172.23.97.63_10.32.1.203,0,25
172.23.97.64_10.32.1.205,0,15
172.23.97.65_10.32.0.209,0,14
172.23.97.67_10.32.0.100,0,2292
172.23.97.67_10.32.0.209,0,28
172.23.97.68_10.32.0.207,0,28
172.23.97.68_10.32.0.210,0,12
172.23.97.69_10.32.0.202,0,22
172.23.97.6_10.32.0.205,0,31
172.23.97.7_10.32.1.203,0,7
172.23.98.104_10.32.0.100,0,4643
172.23.98.106_10.32.1.206,0,54
172.23.98.197_10.32.0.209,0,32
172.23.98.198_10.32.1.201,0,27
172.23.98.198_10.32.1.203,0,23
172.23.98.211_10.32.0.203,0,51
172.23.98.215_10.32.0.210,0,38
172.23.98.215_10.32.1.205,0,56
172.23.98.217_10.32.0.208,0,47
172.23.98.60_10.32.1.203,0,55
172.23.98.61_10.32.0.202,0,51
172.23.98.63_10.32.1.204,0,44
172.23.98.63_10.32.1.205,0,30
172.23.98.66_10.32.0.100,0,4652
172.23.98.67_10.32.0.206,0,49
172.23.98.68_10.32.0.202,0,54
172.23.98.68_10.32.1.202,0,39
172.23.98.68_10.32.1.206,0,41
172.23.99.192_10.32.1.203,0,36
172.23.99.196_10.32.0.210,0,42
172.23.99.197_10.32.0.209,0,67
172.23.99.199_10.32.0.208,0,27
172.23.99.199_10.32.0.210,0,51
172.23.99.201_10.32.0.206,0,23
172.23.99.201_10.32.0.208,0,52
172.23.99.201_10.32.1.203,0,40
172.23.99.201_10.32.1.204,0,40
172.23.99.203_10.32.0.206,0,33
172.23.99.207_10.32.1.206,0,31
172.23.99.209_10.32.0.205,0,30
172.23.99.30_10.32.1.206,0,36
172.23.99.32_10.32.1.201,0,39
172.23.99.33_10.32.0.202,0,36
172.23.99.35_10.32.1.206,0,32
172.23.99.37_10.32.1.203,0,44
172.23.99.38_10.32.0.100,0,4672
172.28.29.0_10.32.0.209,0,385
172.28.29.172_10.32.1.201,0,564
172.28.29.176_10.32.1.206,0,425
172.28.29.177_10.32.1.206,0,462
172.28.29.27_10.32.0.204,0,349
172.28.29.28_10.32.0.202,0,327
172.28.29.29_10.32.1.203,0,298
172.28.29.3_10.32.1.203,0,242
172.28.29.6_10.32.1.203,0,506
172.28.29.78_10.32.0.202,0,349
172.28.29.7_10.32.0.209,0,581
172.28.29.8_10.32.0.100,0,13872
172.28.29.8_10.32.0.205,0,541
10.32.0.100_172.28.29.22,0,0
10.32.0.100_172.28.29.24,0,0
10.32.0.201_172.28.29.179,0,0
10.32.0.202_172.28.29.26,0,0
10.32.0.204_172.28.29.0,0,0
10.32.0.204_172.28.29.170,0,0
10.32.0.206_172.28.29.7,0,0
10.32.1.202_172.28.29.171,0,0
10.32.1.202_172.28.29.178,0,0
10.32.1.202_172.28.29.21,0,0
10.32.1.203_172.28.29.176,0,0
10.32.1.204_172.28.29.170,0,0
10.32.1.204_172.28.29.177,0,0
10.32.1.206_172.28.29.21,0,0
172.23.0.110_10.32.5.53,0,133
172.23.0.132_10.32.0.204,0,12521
